time,timezone,latitude,longitude,summary,sunriseTime,sunsetTime,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime,daylight,city
2019-11-04 00:00:00,Asia/Kolkata,21.295132,81.828232,Clear throughout the day.,2019-11-04 06:08:00,2019-11-04 17:27:00,0.0013,0.006,2019-11-04 23:00:00,0.05,rain,20.04,2019-11-04 04:35:00,31.82,2019-11-04 13:33:00,20.67,2019-11-04 04:29:00,32.86,2019-11-04 13:29:00,11:19:00,Chhattisgarh
2019-11-04 00:00:00,Asia/Kolkata,17.123184,79.208824,Humid throughout the day.,2019-11-04 06:14:00,2019-11-04 17:42:00,0.0013,0.0056,2019-11-04 23:00:00,0.05,rain,21.86,2019-11-04 03:56:00,32.6,2019-11-04 13:27:00,23,2019-11-04 04:04:00,36.26,2019-11-04 13:10:00,11:28:00,Telangana
2019-11-04 00:00:00,Asia/Kolkata,11.059821,78.387451,Humid and foggy throughout the day.,2019-11-04 06:10:00,2019-11-04 17:53:00,0.0907,0.6833,2019-11-04 14:30:00,0.28,rain,24.15,2019-11-04 00:00:00,32.4,2019-11-04 13:35:00,25.14,2019-11-04 00:00:00,37.5,2019-11-04 13:06:00,11:43:00,Tamil Nadu
2019-11-04 00:00:00,Asia/Kolkata,29.238478,76.431885,Clear throughout the day.,2019-11-04 06:40:00,2019-11-04 17:38:00,0.0015,0.006,2019-11-04 23:00:00,0.02,rain,17.94,2019-11-04 04:30:00,30.22,2019-11-04 13:38:00,18.39,2019-11-04 04:31:00,29.92,2019-11-04 13:34:00,10:58:00,Haryana
2019-11-03 00:00:00,Asia/Kolkata,29.238478,76.431885,Mostly cloudy throughout the day.,2019-11-03 06:40:00,2019-11-03 17:39:00,0.0898,0.3745,2019-11-03 09:32:00,0.28,rain,18.81,2019-11-03 05:11:00,29.51,2019-11-03 13:36:00,19.07,2019-11-03 05:11:00,29.86,2019-11-03 13:36:00,10:59:00,Haryana
2019-11-03 00:00:00,Asia/Kolkata,17.123184,79.208824,Possible light rain in the morning.,2019-11-03 06:13:00,2019-11-03 17:43:00,0.221,0.6608,2019-11-03 10:25:00,0.56,rain,22.28,2019-11-03 05:02:00,30.17,2019-11-03 13:32:00,23.55,2019-11-03 05:04:00,35.45,2019-11-03 13:31:00,11:30:00,Telangana
2019-11-03 00:00:00,Asia/Kolkata,23.473324,77.947998,Mostly cloudy throughout the day.,2019-11-03 06:26:00,2019-11-03 17:40:00,0.0095,0.0816,2019-11-03 10:26:00,0.16,rain,20.9,2019-11-03 05:19:00,28.25,2019-11-03 11:31:00,21.77,2019-11-03 05:19:00,29.32,2019-11-03 11:29:00,11:14:00,Madhya Pradesh
2019-11-03 00:00:00,Asia/Kolkata,11.059821,78.387451,Possible light rain overnight.,2019-11-03 06:10:00,2019-11-03 17:53:00,0.3899,1.2948,2019-11-03 20:39:00,0.82,rain,24.59,2019-11-03 23:00:00,34.05,2019-11-03 16:28:00,25.64,2019-11-03 23:00:00,40.62,2019-11-03 16:24:00,11:43:00,Tamil Nadu
2019-11-03 00:00:00,Asia/Kolkata,21.295132,81.828232,Clear throughout the day.,2019-11-03 06:08:00,2019-11-03 17:27:00,0.0015,0.0052,2019-11-03 10:00:00,0.03,rain,19.37,2019-11-03 05:11:00,31.88,2019-11-03 13:36:00,20.11,2019-11-03 05:11:00,33.47,2019-11-03 13:20:00,11:19:00,Chhattisgarh
2019-11-02 00:00:00,Asia/Kolkata,11.059821,78.387451,Possible light rain overnight.,2019-11-02 06:09:00,2019-11-02 17:53:00,0.0401,0.1525,2019-11-02 14:29:00,0.24,rain,24.18,2019-11-02 06:19:00,33.06,2019-11-02 15:38:00,25.34,2019-11-02 06:19:00,39.61,2019-11-02 15:43:00,11:44:00,Tamil Nadu
2019-11-02 00:00:00,Asia/Kolkata,17.123184,79.208824,Humid and mostly cloudy throughout the day.,2019-11-02 06:13:00,2019-11-02 17:43:00,0.0415,0.3518,2019-11-02 06:33:00,0.26,rain,21.62,2019-11-02 04:27:00,30.44,2019-11-02 13:22:00,22.78,2019-11-02 04:28:00,35.85,2019-11-02 13:19:00,11:30:00,Telangana
2019-11-02 00:00:00,Asia/Kolkata,21.295132,81.828232,Humid and partly cloudy throughout the day.,2019-11-02 06:07:00,2019-11-02 17:28:00,0.0021,0.0043,2019-11-02 00:00:00,0.05,rain,19.5,2019-11-02 04:29:00,31.16,2019-11-02 13:27:00,20.19,2019-11-02 04:30:00,33.19,2019-11-02 13:05:00,11:21:00,Chhattisgarh
2019-11-02 00:00:00,Asia/Kolkata,23.473324,77.947998,Mostly cloudy throughout the day.,2019-11-02 06:25:00,2019-11-02 17:41:00,0.0706,0.2902,2019-11-02 11:32:00,0.4,rain,19.78,2019-11-02 04:30:00,29.49,2019-11-02 12:23:00,20.53,2019-11-02 04:30:00,32.06,2019-11-02 12:09:00,11:16:00,Madhya Pradesh
2019-11-02 00:00:00,Asia/Kolkata,29.238478,76.431885,Mostly cloudy throughout the day.,2019-11-02 06:39:00,2019-11-02 17:39:00,0.0072,0.0729,2019-11-02 14:32:00,0.04,rain,19.12,2019-11-02 04:27:00,31.79,2019-11-02 13:25:00,19.39,2019-11-02 04:27:00,31.51,2019-11-02 13:25:00,11:00:00,Haryana
2019-11-08 00:00:00,Asia/Kolkata,17.123184,79.208824,Humid and partly cloudy throughout the day.,2019-11-08 06:15:00,2019-11-08 17:41:00,0.0217,0.0955,2019-11-08 14:38:00,0.09,rain,21.27,2019-11-08 04:42:00,31.64,2019-11-08 13:21:00,22.28,2019-11-08 04:45:00,35.9,2019-11-08 13:24:00,11:26:00,Telangana
2019-11-08 00:00:00,Asia/Kolkata,11.059821,78.387451,Light rain and humid throughout the day.,2019-11-08 06:11:00,2019-11-08 17:52:00,0.4868,1.0235,2019-11-08 22:26:00,0.96,rain,22.65,2019-11-08 06:14:00,33.33,2019-11-08 16:25:00,23.66,2019-11-08 06:13:00,39.87,2019-11-08 16:15:00,11:41:00,Tamil Nadu
2019-11-08 00:00:00,Asia/Kolkata,21.295132,81.828232,Partly cloudy throughout the day.,2019-11-08 06:10:00,2019-11-08 17:25:00,0.0017,0.0063,2019-11-08 13:00:00,0.02,rain,17.85,2019-11-08 04:33:00,29.12,2019-11-08 13:24:00,18.33,2019-11-08 04:35:00,28.84,2019-11-08 13:23:00,11:15:00,Chhattisgarh
2019-11-08 00:00:00,Asia/Kolkata,23.473324,77.947998,Partly cloudy throughout the day.,2019-11-08 06:29:00,2019-11-08 17:37:00,0.064,0.2548,2019-11-08 20:29:00,0.22,rain,19.39,2019-11-08 04:27:00,28.09,2019-11-08 13:17:00,20.18,2019-11-08 04:28:00,29.8,2019-11-08 13:18:00,11:08:00,Madhya Pradesh
2019-11-08 00:00:00,Asia/Kolkata,29.238478,76.431885,Clear throughout the day.,2019-11-08 06:43:00,2019-11-08 17:35:00,0.0272,0.2637,2019-11-08 06:32:00,0.16,rain,16.07,2019-11-08 04:28:00,28,2019-11-08 13:38:00,16.34,2019-11-08 04:28:00,28.18,2019-11-08 13:39:00,10:52:00,Haryana
2019-11-08 00:00:00,Asia/Kolkata,32.084206,77.571167,Foggy starting in the morning.,2019-11-08 06:43:00,2019-11-08 17:26:00,0.1537,0.3992,2019-11-08 00:00:00,0.59,snow,-14.36,2019-11-08 05:45:00,-8.24,2019-11-08 13:13:00,-20.29,2019-11-08 05:46:00,-13.82,2019-11-08 13:14:00,10:43:00,Himachal Pradesh
2019-11-08 00:00:00,Asia/Kolkata,28.7041,77.1025,Foggy throughout the day.,2019-11-08 06:40:00,2019-11-08 17:33:00,0.0111,0.0629,2019-11-08 06:25:00,0.07,rain,17.28,2019-11-08 07:12:00,28.21,2019-11-08 13:51:00,17.64,2019-11-08 02:47:00,27.91,2019-11-08 13:52:00,10:53:00,Delhi
2019-11-05 00:00:00,Asia/Kolkata,19.601194,75.552979,Humid throughout the day.,2019-11-05 06:32:00,2019-11-05 17:54:00,0.0102,0.0517,2019-11-05 17:31:00,0.05,rain,19.3,2019-11-05 04:31:00,31.4,2019-11-05 14:35:00,20.14,2019-11-05 04:32:00,33.1,2019-11-05 11:43:00,11:22:00,Maharashtra
2019-11-05 00:00:00,Asia/Kolkata,19.66328,75.300293,Humid throughout the day.,2019-11-05 06:33:00,2019-11-05 17:54:00,0.0052,0.0195,2019-11-05 17:32:00,0.04,rain,19.27,2019-11-05 04:29:00,31.48,2019-11-05 14:35:00,20.05,2019-11-05 04:30:00,32.93,2019-11-05 14:38:00,11:21:00,Maharashtra
2019-11-04 00:00:00,Asia/Kolkata,19.601194,75.552979,Humid throughout the day.,2019-11-04 06:31:00,2019-11-04 17:54:00,0.0277,0.2116,2019-11-04 17:29:00,0.19,rain,20.82,2019-11-04 03:55:00,30.61,2019-11-04 15:12:00,21.88,2019-11-04 03:57:00,33.73,2019-11-04 14:02:00,11:23:00,Maharashtra
2019-11-07 00:00:00,Asia/Kolkata,23.745127,91.746826,Humid and mostly cloudy throughout the day.,2019-11-07 05:34:00,2019-11-07 16:42:00,0.0007,0.0043,2019-11-07 00:00:00,0.04,rain,18.82,2019-11-07 05:03:00,31.62,2019-11-07 12:46:00,19.78,2019-11-07 05:03:00,35.4,2019-11-07 12:53:00,11:08:00,Tripura
2019-11-04 00:00:00,Asia/Kolkata,19.66328,75.300293,Humid throughout the day.,2019-11-04 06:32:00,2019-11-04 17:55:00,0.0205,0.405,2019-11-04 00:00:00,0.21,rain,20.8,2019-11-04 03:45:00,30.93,2019-11-04 15:09:00,21.84,2019-11-04 03:46:00,33.54,2019-11-04 14:10:00,11:23:00,Maharashtra
2019-11-07 00:00:00,Asia/Kolkata,10.850516,76.27108,Possible light rain and humid throughout the day.,2019-11-07 06:19:00,2019-11-07 18:01:00,0.3089,0.9691,2019-11-07 05:32:00,0.83,rain,22.53,2019-11-07 03:00:00,32.21,2019-11-07 12:52:00,23.59,2019-11-07 02:59:00,38.76,2019-11-07 13:26:00,11:42:00,Kerala
2019-11-08 00:00:00,Asia/Kolkata,28.207609,79.82666,Clear throughout the day.,2019-11-08 06:28:00,2019-11-08 17:23:00,0.0017,0.0063,2019-11-08 13:00:00,0.02,rain,16.68,2019-11-08 04:29:00,29.82,2019-11-08 13:33:00,17.04,2019-11-08 04:29:00,30.06,2019-11-08 13:30:00,10:55:00,Uttar Pradesh
2019-11-08 00:00:00,Asia/Kolkata,15.317277,75.71389,Partly cloudy throughout the day.,2019-11-08 06:27:00,2019-11-08 17:57:00,0.1529,0.8407,2019-11-08 00:00:00,0.4,rain,20.33,2019-11-08 04:36:00,29.15,2019-11-08 15:28:00,21.26,2019-11-08 04:38:00,31.04,2019-11-08 15:28:00,11:30:00,Karnataka
2019-11-06 00:00:00,Asia/Kolkata,26.244156,92.537842,Humid throughout the day.,2019-11-06 05:33:00,2019-11-06 16:36:00,0.0042,0.0545,2019-11-06 00:00:00,0.12,rain,18.07,2019-11-06 04:27:00,29.21,2019-11-06 13:53:00,18.92,2019-11-06 04:29:00,31.92,2019-11-06 13:32:00,11:03:00,Assam
2019-11-07 00:00:00,Asia/Kolkata,17.874857,78.100815,Partly cloudy throughout the day.,2019-11-07 06:20:00,2019-11-07 17:45:00,0.0107,0.0717,2019-11-07 20:28:00,0.05,rain,19.86,2019-11-07 04:35:00,30.76,2019-11-07 13:26:00,20.68,2019-11-07 04:38:00,32.43,2019-11-07 13:18:00,11:25:00,Telangana
2019-11-06 00:00:00,Asia/Kolkata,28.7041,77.1025,Foggy throughout the day.,2019-11-06 06:38:00,2019-11-06 17:35:00,0.0017,0.0052,2019-11-06 14:44:00,0.02,rain,16.63,2019-11-06 06:28:00,31.67,2019-11-06 14:32:00,16.9,2019-11-06 06:28:00,31.39,2019-11-06 14:32:00,10:57:00,Delhi
2019-11-07 00:00:00,Asia/Kolkata,27.391277,73.432617,Clear throughout the day.,2019-11-07 06:52:00,2019-11-07 17:51:00,0.0897,0.4226,2019-11-07 00:00:00,0.39,rain,18.91,2019-11-07 06:48:00,28.62,2019-11-07 15:27:00,19.38,2019-11-07 06:46:00,28.34,2019-11-07 15:27:00,10:59:00,Rajasthan
2019-11-07 00:00:00,Asia/Kolkata,12.9141,74.856,Possible drizzle overnight.,2019-11-07 06:27:00,2019-11-07 18:04:00,0.1823,1.412,2019-11-07 00:00:00,0.68,rain,23.17,2019-11-07 06:30:00,32.64,2019-11-07 13:26:00,24.19,2019-11-07 06:29:00,37.85,2019-11-07 13:26:00,11:37:00,Mangalore
2019-11-08 00:00:00,Asia/Kolkata,19.66328,75.300293,Foggy in the morning.,2019-11-08 06:34:00,2019-11-08 17:53:00,0.0098,0.0469,2019-11-08 14:59:00,0.08,rain,20.38,2019-11-08 04:27:00,30.89,2019-11-08 14:28:00,21.28,2019-11-08 04:28:00,31.04,2019-11-08 13:33:00,11:19:00,Maharashtra
2019-11-08 00:00:00,Asia/Kolkata,19.601194,75.552979,Foggy in the morning.,2019-11-08 06:33:00,2019-11-08 17:52:00,0.0187,0.0657,2019-11-08 00:17:00,0.1,rain,20.49,2019-11-08 04:26:00,30.84,2019-11-08 14:28:00,21.44,2019-11-08 04:26:00,31.66,2019-11-08 13:23:00,11:19:00,Maharashtra
2019-11-06 00:00:00,Asia/Kolkata,22.978624,87.747803,Mostly cloudy throughout the day.,2019-11-06 05:48:00,2019-11-06 17:00:00,0.0021,0.0063,2019-11-06 16:00:00,0.04,rain,18.92,2019-11-06 04:27:00,30.9,2019-11-06 13:26:00,19.49,2019-11-06 04:29:00,31.39,2019-11-06 13:24:00,11:12:00,West Bengal
2019-11-05 00:00:00,Asia/Kolkata,17.874857,78.100815,Humid throughout the day.,2019-11-05 06:19:00,2019-11-05 17:45:00,0.3469,2.5222,2019-11-05 02:18:00,0.31,rain,20.07,2019-11-05 04:23:00,30.49,2019-11-05 14:25:00,20.93,2019-11-05 04:24:00,33.31,2019-11-05 14:24:00,11:26:00,Telangana
2019-11-08 00:00:00,Asia/Kolkata,20.94092,84.803467,Overcast throughout the day.,2019-11-08 05:58:00,2019-11-08 17:14:00,0.0025,0.0066,2019-11-08 08:52:00,0.08,rain,17.07,2019-11-08 04:25:00,27.78,2019-11-08 13:16:00,17.34,2019-11-08 04:26:00,29.55,2019-11-08 13:15:00,11:16:00,Odisha
2019-11-06 00:00:00,Asia/Kolkata,15.317277,75.71389,Possible light rain overnight and in the evening.,2019-11-06 06:26:00,2019-11-06 17:58:00,0.1617,0.7492,2019-11-06 20:41:00,0.62,rain,19.2,2019-11-06 06:17:00,30.49,2019-11-06 14:13:00,19.92,2019-11-06 06:16:00,32.2,2019-11-06 13:59:00,11:32:00,Karnataka
2019-11-05 00:00:00,Asia/Kolkata,22.309425,72.13623,Humid and partly cloudy throughout the day.,2019-11-05 06:49:00,2019-11-05 18:04:00,0.031,0.1562,2019-11-05 20:14:00,0.09,rain,24.31,2019-11-05 04:27:00,33.96,2019-11-05 16:06:00,25.42,2019-11-05 04:25:00,38.17,2019-11-05 14:44:00,11:15:00,Gujarat
2019-11-08 00:00:00,Asia/Kolkata,26.244156,92.537842,Humid and overcast throughout the day.,2019-11-08 05:35:00,2019-11-08 16:35:00,0.0023,0.0099,2019-11-08 12:02:00,0.06,rain,19.27,2019-11-08 04:27:00,28.9,2019-11-08 13:29:00,20.37,2019-11-08 04:29:00,33.15,2019-11-08 13:23:00,11:00:00,Assam
2019-11-07 00:00:00,Asia/Kolkata,19.601194,75.552979,Humid throughout the day.,2019-11-07 06:33:00,2019-11-07 17:53:00,0.0944,0.4231,2019-11-07 00:00:00,0.41,rain,20.54,2019-11-07 04:30:00,31.01,2019-11-07 14:17:00,21.47,2019-11-07 04:30:00,33.69,2019-11-07 10:37:00,11:20:00,Maharashtra
2019-11-07 00:00:00,Asia/Kolkata,19.66328,75.300293,Humid throughout the day.,2019-11-07 06:34:00,2019-11-07 17:54:00,0.1116,0.587,2019-11-07 00:00:00,0.46,rain,20.83,2019-11-07 04:24:00,31.09,2019-11-07 14:19:00,21.74,2019-11-07 04:25:00,33.24,2019-11-07 10:36:00,11:20:00,Maharashtra
2019-11-07 00:00:00,Asia/Kolkata,32.084206,77.571167,Possible light snow in the morning and afternoon.,2019-11-07 06:42:00,2019-11-07 17:27:00,0.8022,1.9148,2019-11-07 14:26:00,0.65,snow,-14.13,2019-11-07 20:30:00,-9.87,2019-11-07 13:19:00,-20.37,2019-11-07 19:41:00,-16.3,2019-11-07 10:26:00,10:45:00,Himachal Pradesh
2019-11-04 00:00:00,Asia/Kolkata,10.850516,76.27108,Humid throughout the day.,2019-11-04 06:18:00,2019-11-04 18:01:00,0.1084,0.5347,2019-11-04 17:59:00,0.46,rain,23.02,2019-11-04 03:45:00,32.13,2019-11-04 13:36:00,24.02,2019-11-04 03:49:00,37.98,2019-11-04 13:27:00,11:43:00,Kerala
2019-11-06 00:00:00,Asia/Kolkata,27.391277,73.432617,Clear throughout the day.,2019-11-06 06:51:00,2019-11-06 17:51:00,0.0283,0.2505,2019-11-06 23:00:00,0.14,rain,18.33,2019-11-06 04:31:00,31.83,2019-11-06 13:18:00,18.6,2019-11-06 04:31:00,31.55,2019-11-06 13:18:00,11:00:00,Rajasthan
2019-11-05 00:00:00,Asia/Kolkata,10.850516,76.27108,Possible light rain overnight.,2019-11-05 06:19:00,2019-11-05 18:01:00,0.0665,0.5043,2019-11-05 23:00:00,0.33,rain,22.99,2019-11-05 03:55:00,34.33,2019-11-05 13:25:00,24.3,2019-11-05 03:55:00,40.34,2019-11-05 13:20:00,11:42:00,Kerala
2019-11-07 00:00:00,Asia/Kolkata,22.309425,72.13623,Humid and mostly cloudy throughout the day.,2019-11-07 06:50:00,2019-11-07 18:03:00,0.083,0.6993,2019-11-07 00:00:00,0.53,rain,23.58,2019-11-07 04:29:00,27.84,2019-11-07 16:21:00,24.76,2019-11-07 04:32:00,30.73,2019-11-07 18:23:00,11:13:00,Gujarat
2019-11-05 00:00:00,Asia/Kolkata,26.244156,92.537842,Humid throughout the day.,2019-11-05 05:32:00,2019-11-05 16:37:00,0.3021,1.0943,2019-11-05 01:57:00,0.69,rain,18.78,2019-11-05 04:25:00,28.81,2019-11-05 14:13:00,19.71,2019-11-05 04:24:00,31.82,2019-11-05 13:57:00,11:05:00,Assam
2019-11-04 00:00:00,Asia/Kolkata,20.94092,84.803467,Clear throughout the day.,2019-11-04 05:56:00,2019-11-04 17:15:00,0.0013,0.006,2019-11-04 23:00:00,0.05,rain,19.6,2019-11-04 04:36:00,31.52,2019-11-04 13:19:00,20.38,2019-11-04 04:30:00,34.36,2019-11-04 13:20:00,11:19:00,Odisha
2019-11-08 00:00:00,Asia/Kolkata,22.978624,87.747803,"Light rain until night, starting again in the afternoon.",2019-11-08 05:49:00,2019-11-08 16:59:00,0.1314,0.724,2019-11-08 17:43:00,0.79,rain,19.02,2019-11-08 03:27:00,27.78,2019-11-08 12:33:00,19.83,2019-11-08 03:30:00,30.92,2019-11-08 12:37:00,11:10:00,West Bengal
2019-11-08 00:00:00,Asia/Kolkata,23.745127,91.746826,Light rain and humid throughout the day.,2019-11-08 05:34:00,2019-11-08 16:42:00,0.1301,0.499,2019-11-08 17:36:00,0.95,rain,21.31,2019-11-08 22:27:00,26.69,2019-11-08 15:01:00,22.58,2019-11-08 22:27:00,29.31,2019-11-08 14:58:00,11:08:00,Tripura
2019-11-08 00:00:00,Asia/Kolkata,10.850516,76.27108,"Rain until morning, starting again in the evening.",2019-11-08 06:19:00,2019-11-08 18:00:00,0.4483,2.7688,2019-11-08 23:00:00,0.86,rain,23.27,2019-11-08 04:36:00,32.42,2019-11-08 14:50:00,24.33,2019-11-08 04:35:00,38.75,2019-11-08 15:20:00,11:41:00,Kerala
2019-11-08 00:00:00,Asia/Kolkata,15.2993,74.124,Humid throughout the day.,2019-11-08 06:34:00,2019-11-08 18:04:00,0.0055,0.034,2019-11-08 14:22:00,0.05,rain,21.93,2019-11-08 04:36:00,31.93,2019-11-08 13:09:00,22.98,2019-11-08 04:38:00,37.48,2019-11-08 13:08:00,11:30:00,Goa
2019-11-06 00:00:00,Asia/Kolkata,20.94092,84.803467,Overcast throughout the day.,2019-11-06 05:57:00,2019-11-06 17:14:00,0.0027,0.0063,2019-11-06 16:00:00,0.06,rain,19.32,2019-11-06 04:52:00,30.55,2019-11-06 13:00:00,20.15,2019-11-06 04:54:00,32.34,2019-11-06 12:50:00,11:17:00,Odisha
2019-11-05 00:00:00,Asia/Kolkata,22.978624,87.747803,Humid and partly cloudy throughout the day.,2019-11-05 05:47:00,2019-11-05 17:00:00,0.0036,0.0086,2019-11-05 11:54:00,0.07,rain,20.94,2019-11-05 04:33:00,31.65,2019-11-05 14:12:00,21.81,2019-11-05 04:34:00,35.49,2019-11-05 14:16:00,11:13:00,West Bengal
2019-11-04 00:00:00,Asia/Kolkata,12.9141,74.856,Humid throughout the day.,2019-11-04 06:26:00,2019-11-04 18:05:00,0.1137,0.3032,2019-11-04 21:31:00,0.34,rain,24.01,2019-11-04 03:02:00,31.71,2019-11-04 15:07:00,25.14,2019-11-04 06:12:00,38,2019-11-04 15:08:00,11:39:00,Mangalore
2019-11-05 00:00:00,Asia/Kolkata,12.9141,74.856,Rain overnight.,2019-11-05 06:27:00,2019-11-05 18:04:00,0.1411,0.4956,2019-11-05 00:35:00,0.44,rain,24.94,2019-11-05 03:43:00,32.67,2019-11-05 14:15:00,26.09,2019-11-05 03:46:00,39.72,2019-11-05 12:33:00,11:37:00,Mangalore
